Index	Annotator	Subset	Genre	ID	Complex_binary	Complex_probabilistic	Start_index	End_index	Native_complex	Non_native_complex	Expression	Context	Annotation
680	0	Train	News	3J6BHNX0U9T7R0FJ4HPP3YQO5INKNY	0	0	117	134	0	0	unannounced visit	As that debate raged, the president, acting as commander in chief, landed in Afghanistan on Tuesday afternoon for an unannounced visit to the war zone.	not MWE
681	0	Train	News	3BDORL6HKKEAN0VN5BP8OZIQ163CR1	0	0	12	26	0	0	warily saluted	Republicans warily saluted Obama's war-zone trip but accused him of craven politics nonetheless.	not MWE
682	0	Train	WikiNews	3LXX8KJXPWA5SPW41ZYDSECDNRTO9P	1	0.2	92	117	3	1	jargon-free communication	#42-16 The name is a pun referencing ants, its primary topic, science, and "non-scientific" jargon-free communication.	not MWE
683	0	Train	WikiNews	3PMR2DOWOO2IN9KAFP6N2016K4A454	1	0.15	33	45	1	2	late portion	#21-5 On October 5, 2014, at the late portion of the Japanese Grand Prix at Suzuka Circuit, Bianchi collided with a tractor crane that had been attending to the crashed car of Adrian Sutil.	not MWE
684	0	Train	WikiNews	33KMQD9OFJFUT0GC5GJR3WZC2CV776	1	0.15	171	194	2	1	acknowledged wrongdoing	#6-18 Ernest said no, saying the information Snowden released was more dangerous to the U.S. public and pointed out that while Manning had gone through a formal trial and acknowledged wrongdoing, "Mr. Snowden fled into the arms of an adversary and has sought refuge in a country that most recently made a concerted effort to undermine confidence in our democracy."	not MWE
685	0	Train	WikiNews	3LXX8KJXPWA5SPW41ZYDSECDNRTO9P	1	0.1	125	147	1	1	peroxide concentration	#42-9 Hydrogen peroxide reduced infected ant fatalities by 15%, and the ants varied their intake depending upon how high the peroxide concentration was.	not MWE
686	0	Train	WikiNews	3X2LT8FDHWJDJTMWNTJ99CUO6NA8WW	1	0.1	107	121	1	1	hacked servers	#10-25 This was in response to a CIA report issued two weeks earlier that concluded the Russian government hacked servers belonging to the U.S. Republican and Democratic parties.	not MWE
687	0	Train	WikiNews	3X2LT8FDHWJDJTMWNTJ99CUO6NA8WW	1	0.1	78	98	1	1	iron-clad commitment	#10-30 James, who attended the ceremony, said the troops represent "America's iron-clad commitment to honor our NATO treaty obligation to defend our NATO allies."	not MWE
688	0	Train	WikiNews	3GS542CVJVOJKFQMWK2EJ8CM6WO955	1	0.1	106	131	2	0	anti-Pyongyang propaganda	#34-7 Yesterday, North Korea fired artillery rounds aimed at a loudspeaker in South Korea that broadcasts anti-Pyongyang propaganda into the North.	not MWE
689	0	Train	WikiNews	3U74KRR67MM6UJ56YQ3H4PDKROQTNE	1	0.1	80	97	1	1	allege violations	#37-9 The Social and Popular Assembly, formed during protests in recent months, allege violations of electoral law by many parties, and want an electoral commission crackdown.	not MWE
690	0	Train	WikiNews	3QREJ3J433YH30CYS49AQ6MZ3G0LKZ	1	0.05	50	71	0	1	accused of corruption	#37-2 President Molina, pictured here in 2013, is accused of corruption.	not MWE but contains MWE(s)
691	0	Train	WikiNews	3IQ9O0AYW60EGIUF1AQPZHH35PXITO	1	0.05	139	157	0	1	ninth-place finish	#21-12 In 2013, he joined Marussia F1; the following year, at the 2014 Monaco Grand Prix, he scored his and Marussia's first points with a ninth-place finish.	not MWE
692	0	Train	WikiNews	3IQ9O0AYW60EGIUF1AQPZHH35PXITO	1	0.05	100	107	1	0	the pit	#21-15 Eventually, F1 mandated the use of the "virtual safety car", which requires drivers to enter the pit lane at slower speeds instead of proceeding around the track.	not MWE
693	0	Train	WikiNews	3PMR2DOWOO2IN9KAFP6N2016K4A454	1	0.05	92	108	0	1	Bianchi collided	#21-5 On October 5, 2014, at the late portion of the Japanese Grand Prix at Suzuka Circuit, Bianchi collided with a tractor crane that had been attending to the crashed car of Adrian Sutil.	not MWE
694	0	Train	WikiNews	3MVY4USGB6OD1IH0CALZPCLH36JISZ	1	0.05	94	111	0	1	warm relationship	#16-2 The Obamas and Bidens, pictured together from file, have enjoyed an unusually close and warm relationship.	not MWE
695	0	Train	WikiNews	3HO4MYYR12PDNBE3ZE7A7AD0FC96U9	1	0.05	211	232	0	1	unsuccessfully sought	#29-5 Martin, best known for spreading multiple conspiracy theories concerning the birth and religion of U.S. President Barack Obama, previously ran for the Democratic Party presidential nomination in 1988, and unsuccessfully sought the backing of the Republican Party in 2000 and 2012.	not MWE
696	0	Train	WikiNews	3LXX8KJXPWA5SPW41ZYDSECDNRTO9P	1	0.05	77	96	0	1	varied their intake	#42-9 Hydrogen peroxide reduced infected ant fatalities by 15%, and the ants varied their intake depending upon how high the peroxide concentration was.	not MWE
697	0	Train	WikiNews	31ANT7FQN83CZL85UWQ6WPAAP9WH53	1	0.05	114	132	1	0	eighth participant	#23-10 In his complaint, Everson urges the FEC to compel Fox News to include him in the second tier debate as the eighth participant.	not MWE
698	0	Train	WikiNews	3S1WOPCJFGU8MAWOTXMUCWW2FUZJEB	1	0.05	193	218	0	1	extreme parasite pressure	#42-1 Biologist Nick Bos tells Wikinews about 'self-medicating' ants Nick Bos, of the University of Helsinki, studies "the amazing adaptations social insects have evolved in order to fight the extreme parasite pressure they experience".	not MWE but contains MWE(s)
699	0	Train	WikiNews	3DIIW4IV8PWUZXFPM9PHR95BPQG4IE	1	0.05	79	105	1	0	apparently abandoned lorry	#39-3 Austrian police today found an estimated 20–50 decomposing corpses in an apparently abandoned lorry.	not MWE
700	0	Train	WikiNews	3UOMW19E6D7LIDXP84C5LYDUCHRC5P	1	0.05	83	113	1	0	conducted the experiment blind	#42-51 We had a lot of colonies containing a lot of ants, and wherever possible we conducted the experiment blind.	not MWE
701	0	Train	WikiNews	37G6BXQPLQMP8X01ON639X8OTPREQX	1	0.05	104	121	0	1	chicken stowaways	#41-21 On the day of the discovery Hyza quickly removed a graphic from their homepage featuring cartoon chicken stowaways in a car being inspected at a customs post.	not MWE
702	0	Train	WikiNews	3OLZC0DJ8JGTTAY465Q40Z5O2ADIV4	1	0.05	88	102	0	1	steady payroll	#25-9 While sluggish wage growth remains a pocket of weakness in the economic recovery, steady payroll gains averaging 242,000 per month over the past twelve months have led observers to consider a Federal Reserve interest rate hike as increasingly likely, according to The New York Times.	not MWE
703	0	Train	WikiNews	33KMQD9OFJFUT0GC5GJR3WZC2CV776	1	0.05	101	128	1	0	leaks of government secrets	#6-15 The Obama administration has seen what The New York Times calls an "unprecedented crackdown on leaks of government secrets."	not MWE
704	0	Train	WikiNews	3OPLMF3EU5OIB6X1PH1QIY33XB5LN4	1	0.05	15	31	1	0	drilled a tunnel	#42-34 We then drilled a tunnel to a pot (the foraging arena), where the ants got the choice between the food with medicine and the food without.	not MWE
705	0	Train	WikiNews	3R4QIDVOJPD0BUAWFWB3FGJAAM3EEL	1	0.05	37	51	0	1	previous foray	#29-10 Although he described Trump's previous foray into politics as a "charade" during a 2011 interview with Wikinews, Martin now sees himself as Trump's "tag team" partner in attacking the Bush candidacy.	not MWE
706	0	Train	WikiNews	3R4QIDVOJPD0BUAWFWB3FGJAAM3EEL	1	0.05	22	31	1	0	raw media	#29-11 "Trump has the raw media power to weaken Bush," says Martin, "I have the negative information and hardball media tactics to make Bush a toxic candidate for the Republican base."	not MWE
707	0	Train	WikiNews	3ODOP6T3ASLQOC1NX64P4TYU0UJ423	1	0.05	10	31	1	0	presence of US assets	#15-8 The presence of US assets "threatens our interests and our security," according to Putin.	not MWE
708	0	Train	WikiNews	37J05LC5AXK3U4IOX2BA6EEHFIYJDI	1	0.05	97	124	1	0	condolences to the bereaved	#39-22 Hyza says they will "actively cooperate with Slovak police", and "express [their] sincere condolences to the bereaved families."	not MWE
709	0	Train	WikiNews	37VHPF5VYC445VGR62J8XINLE7SC8R	0	0	73	95	0	0	Bundesliga appearances	#8-3 Spending seven years with Munich, Robben has scored 82 goals in 152 Bundesliga appearances and netted 23 goals in 53 UEFA Champions League matches.	not MWE
710	0	Train	WikiNews	35JDMRECC4AYV86NLR1RFJ4MN2IEG2	0	0	15	38	0	0	International condemned	#30-16 Amnesty International condemned the law in a report: "With threats of fines or threats of being beaten, the government is trying to stigmatize and criminalize people who are just practicing their rights."	not MWE
711	0	Train	WikiNews	382GHPVPHSSF9UX616IUN33M68J43E	0	0	46	69	0	0	vanishing investigatory	#15-32 In 2015 Szydło said in response to the vanishing investigatory findings "the website has been closed and will simply remain closed."	not MWE
712	0	Train	WikiNews	3VQTAXTYN3MJTNVYV5OIIQZSTDKBUZ	0	0	55	67	0	0	echoed Putin	#15-16 Russian Presidential spokesperson Dmitry Peskov echoed Putin, saying the troops are "a threat.	not MWE
713	0	Train	WikiNews	36AZSFEYZ41J62KY0VYNEC1B7KTBVO	0	0	64	81	0	0	legalise same-sex	#17-12 This decision made the United States the 21st country to legalise same-sex marriage.	not MWE
714	0	Train	WikiNews	34KYK9TV2R93EA3U60TI3PH48GZBSJ	0	0	88	104	0	0	intensively bite	#11-8 "We'd turn the laser on and they'd jump on an object, hold it with their paws and intensively bite it as if they were trying to capture and kill it," says lead investigator and Yale Associated Professor of Psychiatry Ivan de Araujo.	not MWE
715	0	Train	WikiNews	3VAOOVPI3ZTSN6UGD4LB56ZESG5LL2	0	0	37	61	0	0	executive and consultant	#4-9 In his later years he became an executive and consultant, wrote an autobiography, and advocated for returning to the Moon along with Neil Armstrong, the first human to walk on the Moon, who died in 2012.	not MWE
716	0	Train	Wikipedia	3OID399FXG8NP2WSECKPRGMPNIPFDY	1	0.25	29	48	2	3	subversive epigrams	His satirical street art and subversive epigrams combine dark humor with graffiti executed in a distinctive stencilling technique .	not MWE
717	0	Train	Wikipedia	3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL	1	0.2	10	33	2	2	distinctive assemblages	Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .	not MWE
718	0	Train	Wikipedia	3G4VVJO6PZH7ULRWKW2H7NVJ9X9PKO	1	0.15	166	190	1	2	linguistic peculiarities	Even without the use of the Checkuser tool , or with a result of `` unrelated '' , an account that makes the same edits as a different blocked account , has the same linguistic peculiarities and the same general interests may remain blocked under the `` quacks like a duck '' test .	not MWE
719	0	Train	Wikipedia	3K1H3NEY7L0T32SNPWQ791M1OXPDGV	1	0.15	18	30	1	2	curved claws	In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .	not MWE
720	0	Train	Wikipedia	3UY4PIS8QRM5LZTXW7J7YJUP0C8N1N	1	0.15	65	81	3	0	candidate object	In other words , the detection of lithium in the atmosphere of a candidate object ensures that , as long as it is older than the relatively young age of 100 Myr , it is a brown dwarf .	not MWE
721	0	Train	Wikipedia	3INZSNUD80REOS5FBQKXHK0EKKUD94	1	0.1	55	71	2	0	coastal humidity	The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .	not MWE
722	0	Train	Wikipedia	34D9ZRXCYRVYV0Y20MTM8EXYR5MASA	1	0.05	17	32	0	1	unique property	Two also has the unique property such that and also for a not equal to zero The number of domino tilings of a 2 × 2 checkerboard is 2 .	not MWE
723	0	Train	Wikipedia	3909MD9T2ZISH8ASA7V9XY4ANUQFER	1	0.05	30	44	0	1	lacked remiges	Epidexipteryx appears to have lacked remiges ( wing feathers ) , and it likely could not fly .	not MWE
724	0	Train	Wikipedia	31JUPBOORN5X8ZAXJFC701D89NE8LQ	1	0.05	4	24	1	0	gradual accumulation	The gradual accumulation of decayed plant material in a bog functions as a carbon sink .	not MWE
725	0	Train	Wikipedia	3SCKNODZ0XHJWL8ZLN0GZTL23Y8N7K	1	0.05	66	88	1	0	character intermediate	The metal-carbon bond in organometallic compounds is generally of character intermediate between ionic and covalent .	not MWE
726	0	Train	Wikipedia	3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK	1	0.05	21	40	1	0	Czech pronunciation	Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .	not MWE
727	0	Train	Wikipedia	3EQVJH0T40MEKNJVVS84Z5GO6JQHTH	1	0.05	15	29	1	0	lower pressure	Because of the lower pressure , the air expands as it rises , which causes it to cool .	not MWE
728	0	Train	Wikipedia	363A7XIFV4NENSF6UHYRJ1H5Q9GAVF	1	0.05	65	79	0	1	CEO throughout	Larry Ellison , a co-founder of Oracle , has served as Oracle 's CEO throughout its history .	not MWE
729	0	Train	Wikipedia	3N5YJ55YXG41FN6XSQC09KNS46EANY	1	0.05	140	189	1	0	arrangement , description , and reference service	Archivists must also select records valuable enough to justify the costs of storage and preservation , plus the labor intensive expenses of arrangement , description , and reference service .	not MWE but contains MWE(s)
730	0	Train	Wikipedia	3O2Y2UIUCQVV38226T6CVTHF7RMKFG	1	0.05	34	55	1	0	Turkish : معمار سينان	Koca Mi 'm âr Sinân Âğâ ( Ottoman Turkish : معمار سينان ; Modern Turkish : Mimar Sinan , pronounced ( miːˈmaːɾ siˈnan ) ) ( c. 1489\/1490 - July 17 , 1588 ) was the chief Ottoman architect ( Turkish : `` Mimar '' ) and civil engineer for sultans Suleiman the Magnificent , Selim II , and Murad III .	not MWE but contains MWE(s)
731	0	Train	Wikipedia	3DGDV62G7OACD5N6VQWD7R9PSXN2PF	1	0.05	98	110	0	1	race meeting	The opening round of the season , scheduled as part of the already well established Nikon SuperGP race meeting , was canceled five days before practice was due to begin .	not MWE
732	0	Train	Wikipedia	39KV3A5D188GCY04TJH2YNV8QXGS71	1	0.05	138	145	0	1	to hang	The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .	not MWE
733	0	Train	Wikipedia	34ZTTGSNJXP1S7R3EOE9U051MCRHQ3	1	0.05	6	25	1	0	theories concerning	Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .	not MWE
734	0	Train	Wikipedia	3AJA9FLWSCZ4XDCE6QL0ID22FNXFI0	0	0	86	104	0	0	lithium and copper	Examples of such organometallic compounds include all Gilman reagents , which contain lithium and copper .	not MWE
735	0	Train	News	3G9UA71JVVVNDVHE6P8O6M4LQEI7JB	1	0.15	116	131	3	0	Afghan airspace	The Taliban claimed responsibility for the attack, saying it was a warning to U.S. President Obama, who had cleared Afghan airspace less than two hours before the incident, The New York Times reported.	not MWE
736	0	Train	News	32K26U12DNPCLZIIERPT92PB70DDVS	1	0.1	78	99	2	0	necessary credibility	The successive rounds of financial system reform have not helped to build the necessary credibility for the system, and short of a big bang solution that specifies where the money to recapitalize the banks is going to come from, today's (Friday's) reforms might disappoint markets, Barroso said in a note.	not MWE
737	0	Train	News	3JMQI2OLFZ6ZDU99C032ZLVYLXBNDL	1	0.05	100	124	1	0	provisions against loans	Spanish lenders must set aside 30 billion euros, on top of 54 billion euros ordered in February, as provisions against loans which are still performing as well as bad ones while defaults rise in an recession which has sent unemployment to 24 percent.	not MWE
738	0	Train	News	31N9JPQXIPJGPAEBYWMSQ6AWDP4NHU	1	0.05	137	154	1	0	independent audit	The centre-right government offered high-interest loans to banks on the brink in a crisis which is shaking the euro zone, and ordered an independent audit of lending across the entire banking sector, as the European Union had asked.	not MWE
739	0	Train	Wikipedia	37J05LC5AXK3U4IOX2BA6EEHGP6DJZ	1	0.1	70	90	2	0	middle-tier software	The company also builds tools for database development and systems of middle-tier software , enterprise resource planning ( ERP ) software , customer relationship management ( CRM ) software and supply chain management ( SCM ) software .	not MWE
740	0	Train	WikiNews	3ACRLU860NF24RYC559DE8DP7PQEBL	1	0.05	58	74	1	0	debate exclusion	#23-1 U.S. presidential candidate Mark Everson challenges debate exclusion U.S. Republican Party presidential candidate Mark Everson, former commissioner of the Internal Revenue Service (IRS), filed a complaint on Monday with the Federal Election Commission (FEC) to challenge his exclusion from Thursday's first Fox News Republican Party presidential debate.	not MWE
741	0	Train	News	3ZUE82NE0A2B8701X4995O8O8R7F83	1	0.3	294	314	4	2	coordinated assaults	He credited the Afghan security forces for quickly   responding and said there was no failure in intelligence leading up to   the incident.Meanwhile, NATO officials said a bomb attack killed two service members in the eastern part of the country.Last month, militants staged one of the largest coordinated assaults in Kabul, which paralyzed the city's center and diplomatic area for nearly 18 hours.	not MWE
742	0	Train	News	3IH9TRB0FB0D7YI6ZR6FTBY8ADTI1D	1	0.25	270	290	1	4	undisclosed location	The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country," Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location.	not MWE
743	0	Train	News	3M7OI89LVYPH1HX3DNMAD4RU57A6CU	1	0.2	12	25	2	2	ongoing chaos	Despite the ongoing chaos, Syrian state-run media announced that results from recent parliamentary elections will be announced Tuesday.	not MWE
744	0	Train	News	3WJGKMRWVIAGMQCINAUOJA1MN60DCN	1	0.1	51	68	0	2	shooting incident	A 21-year-old woman who was seriously injured in a shooting incident in Co Derry yesterday remains in a critical condition at Belfast's Royal Victoria Hospital.	not MWE
745	0	Train	WikiNews	3ZTE0JGGCET7QN37DJ84U4DLTCWOC6	1	0.05	123	139	1	0	strain of fungus	#42-59 Animals can adapt to local strains ('local adaptation'), and just to make sure we thought it would be good to use a strain of fungus that the ants definitely did not evolve specific resistances against.	not MWE
746	0	Train	Wikipedia	3W0KKJIARRAMOTSFYF06L10TKN98KN	1	0.1	121	133	1	1	aerosol boom	The son of a photocopier technician , he trained as a butcher , but became involved in graffiti during the great Bristol aerosol boom of the late 1980s . ''	not MWE
747	0	Train	News	3I7SHAD35MXDE3NZ9MLGMEW2U8D7MF	0	0	24	42	0	0	choose such a time	“We don’t know why they choose such a time, but it doesn’t matter if they signed it in the night time or the day time,” says Rasheed Waziri, a member of the Afghanistan Regional Studies Center.	not MWE
748	0	Train	News	3BO3NEOQM0I91MV6VAZ84CRBF8NIAS	0	0	28	46	0	0	appealed to anyone	Investigating officers have appealed to anyone who was in the Sarsfield Road or Goldenbridge Terrace areas last night to contact them on 01-6667200.	not MWE
749	0	Train	News	3TZ0XG8CBUL27X9OUI9HVSMD5HX982	1	0.05	142	159	0	1	estate portfolios	The cabinet is also expected to demand banks to set aside a further 35 billion euros (27.9 billion pounds) to cover sound loans in their real estate portfolios.	not MWE
750	0	Train	Wikipedia	3PZDSVZ3J5IMDYQGJP29WH1SCWIN40	1	0.1	93	107	1	1	Vampire Slayer	After completing high school , Dushku returned to acting with the role of Faith on Buffy the Vampire Slayer , a Slayer much more troubled than the main character Buffy Summers .	not MWE
751	0	Train	News	3TKXBROM5TBK2FYAPGCLXBUU4IEIJE	1	0.05	60	78	0	1	Syrian Observatory	Dozens more were wounded in Monday's violence, the UK-based Syrian Observatory for Human Rights said.	not MWE
752	0	Train	News	3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y	1	0.4	170	190	5	3	surveillance vessels	The Philippines foreign secretary has said he and the Chinese ambassador have agreed to resolve diplomatically a stand-off involving a Philippine warship and two Chinese surveillance vessels in a disputed area of the South China Sea.	not MWE
753	0	Train	News	3KLL7H3EGD2TXFNK0N8J0N49059HVZ	1	0.25	66	85	4	1	diplomatic solution	Del Rosario said that despite the impasse, "we resolved to seek a diplomatic solution to the issue."	not MWE
754	0	Train	News	3G5RUKN2EC4NA4WS0KY0DPC8VPZN9Y	1	0.2	74	89	1	3	wider community	I spent some time with the family and offered our support and that of the wider community at this time.	not MWE
755	0	Train	News	3909MD9T2ZISH8ASA7V9XY4AKVTFET	1	0.2	86	101	3	1	fishing vessels	But on Tuesday, when the Gregorio del Pilar dispatched a boarding team to inspect the fishing vessels and collect photos and other evidence of their catch, two Chinese vessels showed up, including the government surveillance ship.	not MWE
756	0	Train	News	382GHPVPHSSF9UX616IUN33M4GU342	1	0.15	196	209	0	3	disputed area	The Philippines foreign secretary has said he and the Chinese ambassador have agreed to resolve diplomatically a stand-off involving a Philippine warship and two Chinese surveillance vessels in a disputed area of the South China Sea.	not MWE
757	0	Train	News	3X4Q1O9UBHN1E68BM20TEIL7P8S7OU	1	0.1	33	49	1	1	extremist threat	The attack was a reminder of the extremist threat that stalks Afghanistan, with the Taliban resurgent a decade after they were driven from power for refusing to hand over Bin Laden following the 9/11 attacks.	not MWE
758	0	Train	News	3909MD9T2ZISH8ASA7V9XY4AKVTFET	1	0.1	201	229	2	0	government surveillance ship	But on Tuesday, when the Gregorio del Pilar dispatched a boarding team to inspect the fishing vessels and collect photos and other evidence of their catch, two Chinese vessels showed up, including the government surveillance ship.	not MWE but contains MWE(s)
759	0	Train	News	3909MD9T2ZISH8ASA7V9XY4AKVTFET	1	0.1	44	71	2	0	maritime surveillance ships	The Gregorio del Pilar reported two Chinese maritime surveillance ships identified as Zhonggou Haijian 75 and Zhonggou Haijian 84 sailed to the mouth of the Shoal, "placing themselves between PF-15 and the eight Chinese fishing vessels, thus preventing the arrest of the erring  Chinese fishermen."	not MWE but contains MWE(s)
760	0	Train	News	32204AGAABDAFIXPBS9X0M1ZDQLHGA	1	0.05	23	41	1	0	official apologies	Tel Aviv expressed its official apologies to Cairo on the incident.	not MWE
761	0	Train	News	3PMR2DOWOO2IN9KAFP6N2016HBX543	0	0	134	151	0	0	eastern outskirts	The Taliban claimed responsibility for the assault on the heavily  secured compound housing hundreds of international workers on the  eastern outskirts of the capital.	not MWE
762	0	Train	News	3K3IX1W4S6S1I8IA85PSD9SN0LUPAK	0	0	191	198	0	0	new era	They will know that the United States can achieve our goals of destroying al-Qaida and denying it a safe haven, but at the same time we have the capacity to wind down this war and usher in a new era of peace here in Afghanistan.	not MWE
763	0	Train	WikiNews	32CAVSKPCEQIGPD6T8VTCEMJ71T1U6	1	0.05	73	92	0	1	Federal Regulations	#23-2 Everson argues his exclusion violates Title 11 of the U.S. Code of Federal Regulations in that debate hosts must not "structure the debates to promote or advance one candidate over another", and must "use pre-established objective criteria to determine which candidates may participate in a debate."	not MWE
764	0	Train	Wikipedia	3K1H3NEY7L0T32SNPWQ791M1OXPDGV	1	0.05	33	47	0	1	fishing vessel	In February 2007 , a New Zealand fishing vessel caught a colossal squid weighing 495 kg ( 1,091 lb ) and measuring around 10 m ( 33 ft ) off the coast of Antarctica .	not MWE
765	0	Train	News	3G4VVJO6PZH7ULRWKW2H7NVJ6YCPKQ	1	0.4	44	64	6	2	forensic examination	The car has been seized for a technical and forensic examination.	not MWE
766	0	Train	News	30UZJB2POHDX5D16FB14SV903B153I	1	0.05	103	119	0	1	compound housing	Officials and witnesses said a suicide car bomber and Taliban militants disguised in burqas attacked a compound housing hundreds of foreigners in the Afghan capital, killing seven.	not MWE
767	0	Train	News	3SBX2M1TKDO7GV38ZHUQ0BWXDV5Q4Y	1	0.05	73	89	1	0	government loans	The extra capital will have to be raised by the banks themselves or from government loans for which an interest of 10 percent will be charged.	not MWE
768	0	Train	WikiNews	34O39PNDK69RDV3HRBTDDFC8MEGBRV	0	0	25	37	0	0	prey pursuit	#11-6 One set stimulated prey pursuit behavior, such as stalking, and the other stimulated the animal to use its jaw and neck muscles.	not MWE
769	0	Train	News	3YO4AH2FPDLQH7L7GG7OO86KWJPQ0I	1	0.1	44	60	1	1	flashpoint areas	Part of the plan includes the deployment in flashpoint areas of around 300 UN military observers.	not MWE
770	0	Train	News	3BVS8WK9Q0WEKW0Y1OZ4ZNBHWD5BIM	1	0.1	118	131	1	1	non-NATO ally	Shortly after arriving, about midnight local time, Mr. Obama and Karzai inked a pact to designate Afghanistan a major non-NATO ally.	not MWE
771	0	Train	News	3PMR2DOWOO2IN9KAFP6N2016HBX543	1	0.05	58	74	1	0	heavily  secured	The Taliban claimed responsibility for the assault on the heavily  secured compound housing hundreds of international workers on the  eastern outskirts of the capital.	not MWE
772	0	Train	News	3AXFSPQOYQZ0SOWKO860UEH2P3PFJE	1	0.05	125	140	0	1	fishing vessels	The Philippine Department of Foreign Affairs said that on Sunday, a Philippine navy surveillance plane sighted eight Chinese fishing vessels anchored in a lagoon at Scarborough, prompting the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States.	not MWE
773	0	Train	WikiNews	3HO4MYYR12PDNBE3ZE7A7AD0FC96U9	1	0.05	175	193	1	0	second-tier debate	#29-8 In reference to the seventeen candidates invited to the two August 6 Fox News debates, Martin casts himself as the "eighteenth candidate," willing to participate in the second-tier debate.	not MWE
774	0	Train	News	3O2Y2UIUCQVV38226T6CVTHF4SPKFI	1	0.25	5	44	4	1	broadband communications infrastructure	From broadband communications infrastructure, enterprise mobility and public safety solutions to mobile and wireline digital communication devices that provide compelling experiences, Motorola is leading the next wave of innovations that enable people, enterprises and governments to be more connected and more mobile.	not MWE
775	0	Train	News	341YLJU21I0KWJ02IV6TYU8D2J7I2U	0	0	33	65	0	0	specific troop or funding levels	It does not commit Washington to specific troop or funding levels for Afghanistan, though is meant to signal U.S. foes that despite ending the longest war in U.S. history, Washington intends to ensure Afghanistan does not revert to a haven for terror groups like al-Qaeda.	not MWE
776	0	Train	News	3MQKOF1EE2PP0OIN41UPV48PE9FDW2	1	0.1	94	125	1	1	fiscal and financial challenges	He said that the key to restoring confidence and growth for Spain was to tackle the immediate fiscal and financial challenges with full determination.	not MWE
777	0	Train	News	3P6ENY9P79XOB93K1G90LYEFRQAIH9	1	0.05	13	39	1	0	clean-up of troubled banks	A definitive clean-up of troubled banks, as well as an accelerated 2014 budget, are among a package of reforms that could win centre-right Prime Minister Mariano Rajoy more time from the European Union to hit tough deficit targets, EU sources have told Reuters.	not MWE
778	0	Train	News	3Y3CZJSZ9KUPOFM8Q120ATCGAQ55RD	1	0.05	131	156	1	0	numerous shuttle launches	The shooting happened in an area known as the "Space Coast" because it is the home of NASA's Kennedy Space Center, the location of numerous shuttle launches.	not MWE
779	0	Train	News	3AXFSPQOYQZ0SOWKO860UEH2P3PFJE	0	0	105	147	0	0	large amounts of illegally collected coral	On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat, the department said.	not MWE
780	0	Train	News	3R0WOCG21MAC8KTI91FODGNSTT4DU3	1	0.05	77	92	1	0	Syrian uprising	More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	not MWE
781	0	Train	WikiNews	3PKJ68EHDNXK6KNQJYU0XZTF7ARHJP	0	0	77	91	0	0	Peter Doskozil	#41-14 "There was also a Syrian travel document found" police spokesman Hans Peter Doskozil told journalists "so of course our first assumption is that these people were migrants, and likely a group of Syrian migrants.	not MWE
782	0	Train	WikiNews	3D1TUISJWI1TGV941FGZ4D35O34IUF	0	0	210	242	0	0	Institute of Management Shillong	#22-2 Yesterday, former Indian president APJ Abdul Kalam died at the age of 83 after collapsing at about 6:30 p.m. local time (0000 today UTC) while delivering a speech about Livable Planet Earth at the Indian Institute of Management Shillong, in Meghalaya, India.	not MWE
783	0	Train	Wikipedia	363A7XIFV4NENSF6UHYRJ1H5Q9GAVF	0	0	23	31	0	0	System R	He heard about the IBM System R database from an article in the IBM Research Journal provided by Ed Oates ( a future co-founder of Oracle ) .	not MWE
784	0	Train	Wikipedia	34HEO7RUG6VMULYPLXTHI4S2533ARM	1	0.05	18	29	0	1	Guild Award	The Screen Actors Guild Award ( also known as the SAG Award ) is an accolade given by the Screen Actors Guild‐American Federation of Television and Radio Artists ( SAG-AFTRA ) to recognize outstanding performances in film and primetime television .	not MWE
785	0	Train	News	39O0SQZVJN84BJ0REUHX8DQC1W07RU	1	0.1	8	29	2	0	dismissed allegations	He also dismissed allegations of corruption among his United Russia party members.	not MWE
